Dates,SPX Index,LBUSTRUU Index,SPGSCI Index,RMSG Index,LP01TREU Index,TWSE Index,IBOV Index,SASEIDX Index,NKY Index,MXDK Index,SMI Index,VNINDEX Index
3/17/2016,4664.63,1653.24,32.92,816.96,250.65,2480.53,633.39,369.34,614.62,7851.59,1262.71,404.68
3/18/2016,4685.62,1656.37,31.91,812.92,251.14,2497.80,642.07,#N/A,604.30,7849.47,1252.55,401.47
3/21/2016,4690.36,1652.69,32.24,804.54,251.14,2495.25,646.25,376.19,#N/A,7821.58,1257.55,398.54
3/22/2016,4686.88,1652.45,32.78,804.84,250.71,2490.50,648.29,375.92,612.82,7834.31,1254.10,397.05
3/23/2016,4656.33,1658.06,29.58,799.65,250.94,2474.37,612.25,374.37,609.89,7820.32,1257.17,398.80
3/24/2016,4654.55,1655.69,29.00,800.22,250.70,2459.82,608.06,366.31,604.16,#N/A,1236.89,396.28
3/25/2016,#N/A,#N/A,#N/A,800.22,#N/A,2450.53,#N/A,#N/A,606.20,#N/A,#N/A,398.10
3/28/2016,4657.18,1657.73,28.97,808.46,#N/A,2440.50,635.06,360.77,610.22,#N/A,#N/A,401.38
3/29/2016,4700.08,1663.05,27.54,828.53,251.29,2429.37,635.26,355.35,616.83,7851.89,1247.87,394.59
3/30/2016,4721.48,1662.40,27.19,825.97,251.43,2490.17,643.37,358.59,610.18,7945.42,1264.23,396.58
3/31/2016,4711.65,1666.65,27.23,831.92,251.05,2489.83,638.45,359.61,605.37,7937.47,1264.98,388.83
4/1/2016,4742.16,1665.91,24.48,830.41,250.89,2457.70,646.15,#N/A,584.85,7966.77,1249.02,386.36
4/4/2016,4727.67,1667.46,22.49,829.12,251.76,#N/A,614.58,359.65,586.69,8082.06,1255.93,384.16
4/5/2016,4678.71,1671.70,22.12,823.55,251.21,#N/A,601.77,359.47,575.71,7980.37,1250.25,388.06
4/6/2016,4730.65,1669.59,24.94,825.44,251.10,2404.76,589.63,361.20,578.22,8064.69,1267.17,394.50
4/7/2016,4672.98,1675.06,24.41,819.46,251.05,2396.59,588.70,364.90,589.57,8035.36,1265.39,397.93
4/8/2016,4686.33,1672.55,29.44,825.13,250.84,2413.60,629.31,#N/A,591.31,8070.25,1279.57,398.57
4/11/2016,4673.22,1673.43,30.61,822.66,251.57,2425.50,647.94,368.92,590.53,8035.77,1277.58,404.61
4/12/2016,4719.49,1669.78,34.38,829.52,252.15,2414.29,672.56,377.30,593.50,7945.87,1280.86,405.11
4/13/2016,4768.60,1672.09,34.54,825.73,253.74,2448.74,690.17,380.16,610.26,7932.20,1293.29,403.18
4/14/2016,4769.93,1671.13,33.63,820.36,254.39,2452.24,683.89,385.15,633.23,7987.69,1306.15,404.41
4/15/2016,4765.14,1673.95,32.28,827.42,254.82,2465.59,689.10,#N/A,634.13,8003.79,1306.84,405.07
4/18/2016,4797.06,1672.65,32.13,831.70,255.01,2456.40,679.30,378.90,608.03,8060.72,1316.36,#N/A
4/19/2016,4812.16,1672.75,35.16,832.44,256.16,2459.38,696.88,386.87,632.18,8245.75,1339.88,395.19
4/20/2016,4816.19,1668.00,38.67,816.70,256.74,2421.76,694.90,385.61,629.89,8096.62,1333.39,395.17
4/21/2016,4790.77,1667.29,37.04,800.34,257.51,2428.23,#N/A,391.50,650.79,8147.12,1322.44,403.04
4/22/2016,4791.03,1666.38,36.90,809.89,259.11,2413.07,676.87,#N/A,645.26,#N/A,1305.01,416.61
4/25/2016,4782.17,1665.43,35.82,818.22,259.18,2423.26,668.94,412.53,642.40,8035.77,1305.06,415.53
4/26/2016,4791.31,1663.59,38.35,821.69,259.19,2433.45,691.37,404.71,637.68,7969.06,1308.95,421.61
4/27/2016,4799.74,1668.92,40.09,820.11,258.71,2422.67,707.31,409.45,635.54,8034.33,1316.14,418.15
4/28/2016,4754.85,1671.06,41.45,818.27,258.76,2404.13,719.95,408.45,628.41,8109.80,1323.60,415.60
4/29/2016,4730.32,1673.43,41.79,809.52,258.41,2372.56,720.96,#N/A,#N/A,8121.43,1311.52,421.74
5/2/2016,4768.08,1669.60,39.71,824.92,#N/A,#N/A,706.74,402.46,618.34,8130.08,1322.52,#N/A
5/3/2016,4725.97,1674.66,37.04,825.77,257.48,2346.77,670.71,396.81,#N/A,8038.83,1302.65,#N/A
5/4/2016,4698.34,1675.35,36.79,839.52,256.76,2309.67,682.40,392.93,#N/A,8003.32,1279.40,422.42
5/5/2016,4698.35,1678.48,36.83,842.07,257.28,2303.18,669.45,398.17,#N/A,#N/A,#N/A,424.54
5/6/2016,4714.17,1676.40,37.94,852.66,256.53,2296.63,674.95,#N/A,615.12,#N/A,1257.99,428.91
5/9/2016,4717.85,1677.97,34.90,862.56,256.25,2279.19,653.25,401.05,608.28,8045.39,1271.92,426.65
5/10/2016,4778.10,1678.32,38.37,862.59,256.24,2289.57,700.43,397.36,617.77,8119.24,1284.64,427.76
5/11/2016,4733.99,1680.35,42.08,841.09,255.91,2289.17,701.23,398.08,623.40,8127.98,1290.86,435.58
5/12/2016,4733.65,1677.44,42.77,847.45,256.26,2271.45,706.31,401.15,623.47,8065.25,1287.71,433.68
5/13/2016,4693.04,1681.38,42.30,838.41,256.09,2248.92,675.85,#N/A,613.82,8032.60,1284.78,431.44
5/16/2016,4740.49,1677.51,44.64,847.87,256.12,2256.66,677.89,401.50,615.52,#N/A,#N/A,437.44
5/17/2016,4696.42,1677.00,45.86,829.68,256.85,2281.81,662.38,404.53,623.16,8105.41,1281.78,443.84
5/18/2016,4698.12,1666.86,45.55,815.95,257.70,2273.52,652.72,404.28,618.26,8067.59,1285.58,444.00
5/19/2016,4680.38,1670.63,44.36,805.74,257.75,2256.00,631.82,401.02,617.95,7978.72,1265.55,439.46
5/20/2016,4709.92,1670.28,44.50,813.16,257.42,2270.82,638.93,#N/A,617.25,8071.68,1279.02,436.47
5/23/2016,4700.05,1670.73,43.55,812.79,257.40,2338.05,625.41,380.89,621.12,8050.47,1288.08,433.58
5/24/2016,4765.84,1669.61,44.03,823.81,258.61,2322.59,628.83,384.77,610.28,8140.97,1299.11,433.84
5/25/2016,4800.07,1669.00,45.83,823.80,260.23,2358.90,623.46,387.89,619.97,8291.54,1308.53,433.60
5/26/2016,4799.73,1673.88,46.19,826.16,260.36,2363.74,#N/A,385.33,623.31,8267.15,1320.65,426.41
5/27/2016,4821.62,1672.99,46.30,830.94,260.62,2379.42,615.01,#N/A,625.14,8237.51,1329.19,429.64
5/30/2016,#N/A,#N/A,#N/A,830.94,#N/A,2394.23,616.06,376.24,627.18,8277.59,1324.38,434.68
5/31/2016,4816.99,1673.89,45.93,831.19,260.78,2398.82,608.46,382.87,637.35,8266.12,1314.24,438.85
6/1/2016,4823.40,1672.97,46.22,832.01,259.85,2412.75,613.63,383.76,632.15,8321.32,1315.05,439.19
6/2/2016,4837.87,1675.92,47.35,836.56,260.32,2401.31,630.07,386.25,621.29,8248.89,1316.84,442.30
6/3/2016,4823.57,1684.80,47.14,839.79,260.09,2436.58,653.28,#N/A,638.27,8328.98,1323.75,442.74
6/6/2016,4847.81,1683.55,49.01,832.91,260.08,2441.35,657.20,385.90,634.14,8414.19,1339.47,442.11
6/7/2016,4854.29,1684.99,50.43,838.09,261.18,2474.84,669.75,390.08,634.99,8456.44,1353.05,446.71
6/8/2016,4871.71,1686.30,53.36,844.41,261.48,2486.53,702.30,395.45,646.22,8426.86,1351.88,450.16
6/9/2016,4863.38,1688.95,52.55,846.70,261.84,#N/A,694.15,395.61,640.54,8345.64,1331.50,452.78
6/10/2016,4817.91,1691.51,49.99,842.31,260.84,#N/A,658.41,#N/A,633.85,8072.70,1307.77,451.80
6/13/2016,4779.46,1692.94,50.01,842.13,259.17,2414.90,654.37,394.33,614.72,7992.99,1278.53,446.58
6/14/2016,4771.02,1692.19,49.16,839.61,257.26,2423.66,632.57,397.05,607.84,7642.37,1255.48,448.71
6/15/2016,4762.43,1694.02,47.99,848.41,257.90,2435.49,644.04,392.58,611.55,7716.14,1259.75,449.92
6/16/2016,4778.46,1696.38,44.70,854.01,256.79,2406.34,648.29,391.02,600.29,7546.93,1249.71,448.34
6/17/2016,4762.59,1692.41,48.25,852.95,257.49,2425.42,659.79,#N/A,608.69,7636.41,1273.61,443.58
6/20/2016,4790.87,1690.12,50.63,853.22,260.17,2454.16,678.76,392.51,625.23,7827.19,1304.21,449.91
6/21/2016,4804.57,1688.32,49.56,857.78,261.03,2474.55,685.61,392.08,631.82,7836.38,1311.11,451.28
6/22/2016,4796.51,1689.21,48.33,855.87,261.25,2492.57,681.65,390.54,628.11,7931.71,1322.02,449.78
6/23/2016,4862.01,1685.88,49.78,861.31,262.13,2492.38,707.91,391.92,627.17,8082.63,1330.06,455.03
6/24/2016,4683.77,1695.89,45.26,852.32,252.53,2399.24,677.33,#N/A,592.55,7707.17,1264.38,444.53
6/27/2016,4597.20,1705.55,43.23,852.65,249.77,2402.48,658.84,385.65,611.88,7389.25,1228.05,444.49
6/28/2016,4681.71,1705.96,46.39,873.07,251.16,2427.38,694.17,386.75,607.66,7571.56,1254.69,446.66
6/29/2016,4763.77,1706.02,49.62,885.59,253.56,2462.41,724.78,388.29,618.64,7809.87,1291.72,453.31
6/30/2016,4829.75,1705.76,47.15,895.41,253.55,2493.24,750.59,388.25,615.78,7883.91,1302.77,455.47
7/1/2016,4840.26,1709.56,48.09,896.33,254.68,2512.82,751.42,#N/A,625.46,8041.63,1319.23,462.58
7/4/2016,#N/A,#N/A,#N/A,896.33,255.35,2527.65,750.85,#N/A,629.85,8032.43,1318.16,469.16
7/5/2016,4806.78,1718.42,43.32,906.11,253.95,2502.05,725.60,#N/A,631.92,7883.43,1290.47,471.75
7/6/2016,4834.77,1716.57,43.97,902.88,252.57,2461.68,721.91,#N/A,619.00,7713.77,1282.58,470.56
7/7/2016,4830.97,1717.78,39.77,892.15,252.83,2486.32,716.03,#N/A,619.58,7831.91,1292.14,480.90
7/8/2016,4906.20,1720.34,40.85,908.06,253.70,#N/A,749.75,#N/A,612.60,7899.48,1298.16,478.83
7/11/2016,4923.27,1716.66,40.02,915.02,255.03,2539.29,757.51,393.82,624.91,8021.60,1314.08,473.09
7/12/2016,4958.50,1711.55,43.80,914.89,257.24,2568.08,771.11,398.06,627.47,8062.65,1314.58,478.90
7/13/2016,4959.66,1715.74,40.87,919.99,258.15,2573.93,773.83,403.35,638.04,8055.56,1318.33,493.20
7/14/2016,4986.38,1710.94,42.51,911.36,259.37,2596.81,802.68,401.13,637.78,8041.66,1327.05,485.82
7/15/2016,4981.65,1706.22,42.07,911.31,259.26,2623.19,793.26,#N/A,642.18,7972.37,1319.46,483.98
7/18/2016,4993.96,1707.04,41.01,913.84,259.78,2644.21,813.47,402.73,#N/A,7986.17,1322.12,491.92
7/19/2016,4986.78,1709.30,39.79,919.01,259.38,2644.67,811.12,400.06,647.43,7941.64,1308.51,486.90
7/20/2016,5009.14,1707.53,39.66,918.99,259.83,2635.51,813.75,398.84,641.46,8021.50,1321.71,480.31
7/21/2016,4990.77,1708.68,38.04,920.90,260.66,2666.19,807.97,397.08,653.23,8016.30,1319.11,479.62
7/22/2016,5013.98,1708.57,37.31,929.74,260.60,2651.61,810.47,#N/A,642.51,8018.90,1319.66,471.05
7/25/2016,4998.60,1707.89,35.78,928.53,261.12,2630.70,809.57,391.78,644.51,7950.96,1322.63,470.55
7/26/2016,5000.41,1707.98,35.47,923.73,260.81,2651.92,812.79,388.45,641.38,8101.83,1319.11,469.93
7/27/2016,4994.48,1712.15,33.52,915.01,261.08,2666.60,809.05,385.49,647.76,8072.89,1316.95,476.53
7/28/2016,5003.11,1712.37,32.45,924.54,260.66,2681.06,808.54,378.23,645.18,8161.91,1313.12,477.45
7/29/2016,5011.49,1717.18,33.52,937.22,261.13,2664.93,829.19,#N/A,667.74,8237.58,1334.38,473.29
8/1/2016,5005.01,1713.40,30.78,940.68,261.19,2721.79,813.39,379.40,671.65,8262.51,#N/A,469.88
8/2/2016,4972.66,1709.58,30.16,923.49,261.05,2715.62,805.06,373.76,671.56,8140.25,1321.97,459.20
8/3/2016,4990.11,1709.40,32.50,917.68,261.21,2691.01,824.02,371.73,652.64,8061.44,1311.53,455.02
8/4/2016,4992.48,1713.78,34.02,913.77,261.44,2703.76,843.37,372.53,662.26,8094.72,1320.68,455.56
8/5/2016,5036.41,1707.76,34.56,914.12,262.28,2736.56,851.52,#N/A,657.44,7755.61,1332.20,451.36
8/8/2016,5032.23,1708.75,36.49,915.63,262.97,2760.31,853.10,378.11,669.85,7617.19,1322.37,453.22
8/9/2016,5034.43,1712.75,35.83,920.73,263.17,2776.49,865.72,382.77,679.86,7758.01,1333.65,460.15
8/10/2016,5021.62,1716.32,34.40,919.83,263.37,2810.56,853.93,380.75,683.15,7679.51,1339.59,469.91
8/11/2016,5046.54,1710.35,37.58,908.32,263.33,2775.33,876.46,378.52,#N/A,7648.51,1359.38,480.26
8/12/2016,5042.70,1715.26,38.92,912.63,263.56,2768.05,865.95,#N/A,693.21,7644.65,1357.39,476.60
8/15/2016,5057.69,1712.52,41.49,912.00,263.52,2778.94,879.53,381.14,690.30,7698.44,1361.29,479.92
8/16/2016,5030.34,1710.90,42.87,900.06,263.71,2772.11,873.40,378.97,684.48,7692.06,1360.80,478.62
8/17/2016,5041.20,1712.91,43.62,903.73,263.86,2750.91,866.97,370.78,691.61,7642.63,1348.93,480.83
8/18/2016,5052.64,1715.56,45.86,900.61,264.40,2765.06,860.23,371.31,681.60,7761.16,1364.13,481.14
8/19/2016,5045.93,1711.99,45.73,894.35,263.96,2718.74,862.32,#N/A,683.10,7775.70,1348.73,484.15
8/22/2016,5043.13,1715.91,43.36,899.15,264.56,2688.24,843.35,362.55,684.56,7880.26,1352.21,480.63
8/23/2016,5053.30,1716.01,44.39,900.00,265.09,2703.19,846.81,361.53,680.65,7862.28,1359.40,481.55
8/24/2016,5026.59,1715.74,42.22,894.84,265.97,2703.43,840.39,356.37,683.51,7857.24,1352.89,483.07
8/25/2016,5019.68,1714.06,42.86,899.57,265.84,2743.11,840.46,352.51,680.93,7806.85,1339.53,481.62
8/26/2016,5011.70,1709.30,42.84,890.00,266.07,2743.61,836.62,#N/A,666.08,7779.49,1336.89,489.66
8/29/2016,5039.13,1715.74,41.29,899.94,#N/A,2737.60,847.65,360.61,677.50,7744.58,1331.29,491.04
8/30/2016,5029.91,1714.94,39.94,898.26,266.70,2734.35,845.86,365.05,670.38,7779.32,1334.36,493.92
8/31/2016,5018.68,1715.10,36.99,899.25,266.96,2725.15,841.16,361.26,675.96,7749.55,1329.04,495.79
9/1/2016,5018.53,1714.72,34.49,896.74,267.57,2706.67,845.06,356.87,677.70,7727.67,1323.60,491.04
9/2/2016,5040.29,1712.40,36.58,905.20,267.86,2716.67,864.57,#N/A,672.71,7714.62,1348.64,#N/A
9/5/2016,#N/A,#N/A,#N/A,905.20,268.28,2769.95,857.25,370.72,682.64,7759.52,1351.74,486.97
9/6/2016,5055.73,1717.70,36.98,912.61,268.79,2820.10,881.63,369.67,693.58,7727.48,1363.38,486.47
9/7/2016,5056.22,1717.97,38.55,919.06,268.64,2837.19,#N/A,365.79,692.84,7742.44,1367.82,484.13
9/8/2016,5044.97,1710.95,42.41,906.17,268.19,2832.97,889.97,368.54,685.48,7717.11,1362.43,488.46
9/9/2016,4918.89,1705.49,39.57,866.80,267.33,2776.50,832.84,#N/A,683.51,7565.06,1348.54,490.04
9/12/2016,4992.82,1705.69,40.37,878.08,265.67,2700.58,840.23,#N/A,676.40,7569.03,1344.30,483.79
9/13/2016,4918.84,1700.38,37.93,853.03,265.26,2685.18,799.19,#N/A,676.81,7635.23,1334.63,483.68
9/14/2016,4916.24,1704.11,36.31,856.49,264.63,2686.92,800.90,#N/A,669.29,7692.95,1336.78,480.96
9/15/2016,4967.77,1703.60,37.49,860.42,264.41,#N/A,814.77,#N/A,661.41,7698.03,1340.84,480.61
9/16/2016,4948.70,1703.52,36.94,860.48,264.00,#N/A,813.40,#N/A,666.19,7650.40,1321.47,476.12
9/19/2016,4948.63,1704.14,37.28,869.64,263.96,2794.32,824.03,350.32,#N/A,7707.11,1331.71,482.09
9/20/2016,4950.20,1705.10,37.77,868.08,263.52,2803.92,830.00,349.49,669.82,7712.58,1340.49,486.66
9/21/2016,5005.38,1707.14,39.62,880.19,263.69,2829.25,847.64,351.31,691.94,7705.38,1343.51,491.17
9/22/2016,5038.65,1711.43,41.19,898.20,264.99,2825.64,866.27,#N/A,#N/A,7755.36,1371.16,494.14
9/23/2016,5009.17,1712.97,38.29,900.32,264.63,2839.59,855.39,#N/A,687.31,7634.97,1361.38,496.49
9/26/2016,4965.73,1714.96,40.23,902.76,264.12,2803.82,845.18,351.84,682.50,7604.07,1343.97,499.10
9/27/2016,4998.62,1717.73,37.85,892.45,264.10,#N/A,849.10,334.69,688.86,7471.36,1342.82,506.12
9/28/2016,5026.75,1717.11,41.71,900.99,264.49,#N/A,861.44,319.61,682.42,7529.24,1349.51,507.63
9/29/2016,4979.09,1718.30,42.93,887.31,264.54,2830.56,849.75,326.08,688.80,7435.77,1347.85,509.60
9/30/2016,5019.58,1714.04,43.39,881.01,264.02,2806.47,845.75,#N/A,675.13,7407.87,1334.77,507.68
10/3/2016,5003.53,1713.18,44.31,863.26,263.76,2820.17,869.15,310.92,681.37,7367.22,1337.22,505.17
10/4/2016,4978.72,1708.09,44.54,849.50,264.13,2827.87,860.44,319.29,676.95,7372.48,1339.24,506.19
10/5/2016,5002.61,1705.92,46.24,830.22,263.82,2824.01,880.41,323.79,676.61,7433.12,1339.65,508.70
10/6/2016,5005.20,1704.43,46.68,830.58,263.86,2826.43,887.42,327.30,676.99,7364.28,1328.99,508.95
10/7/2016,4988.76,1704.77,46.27,828.88,262.79,2820.78,896.44,#N/A,681.97,7283.77,1321.12,505.84
10/10/2016,5012.20,#N/A,48.84,834.97,262.69,#N/A,909.04,322.96,#N/A,7291.46,1324.07,497.59
10/11/2016,4948.61,1703.12,47.77,825.59,262.64,2791.74,900.14,329.13,686.48,7194.99,1310.30,505.05
10/12/2016,4954.81,1702.11,46.65,836.43,262.69,2801.02,#N/A,331.93,671.09,7158.47,1298.05,505.13
10/13/2016,4939.33,1705.98,47.84,843.44,262.61,2782.06,905.23,332.13,673.64,7095.56,1288.26,507.33
10/14/2016,4940.35,1701.84,47.77,839.55,263.35,2763.38,916.79,#N/A,674.66,7191.72,1300.33,509.05
10/17/2016,4925.17,1704.69,47.38,841.22,263.48,2762.32,930.76,322.35,677.27,7204.77,1287.60,503.30
10/18/2016,4956.13,1706.53,47.75,847.32,264.75,2801.40,955.55,314.49,680.79,7295.57,1298.83,504.38
10/19/2016,4967.95,1706.92,49.29,849.63,265.25,2829.01,952.69,319.17,686.73,7348.43,1301.85,510.34
10/20/2016,4961.33,1707.42,47.17,847.24,265.85,2823.71,963.87,328.97,692.46,7363.36,1294.93,508.31
10/21/2016,4960.93,1707.71,47.84,843.71,266.13,2800.63,966.38,#N/A,690.27,7383.95,1283.81,506.93
10/24/2016,4985.00,1706.07,47.51,846.57,266.52,2818.62,979.24,340.15,690.28,7375.68,1278.07,500.40
10/25/2016,4965.85,1706.37,46.78,844.31,266.55,2853.15,979.95,346.67,696.13,7295.10,1267.52,498.57
10/26/2016,4957.10,1703.38,45.75,832.01,266.40,2840.29,970.59,347.07,694.83,7234.01,1261.26,496.30
10/27/2016,4942.18,1698.92,47.03,807.32,265.79,2807.80,970.80,350.97,687.03,7273.70,1265.75,499.43
10/28/2016,4926.79,1698.71,45.57,809.92,265.16,2820.51,963.88,#N/A,691.50,6878.71,1265.22,504.22
10/31/2016,4926.19,1700.16,42.26,825.15,265.23,2823.75,972.29,356.74,693.24,6947.60,1254.54,498.60
11/1/2016,4892.13,1701.19,41.86,804.39,264.45,2813.37,924.72,355.72,700.05,6876.23,1263.57,499.31
11/2/2016,4860.19,1702.00,39.62,791.18,264.06,2776.49,#N/A,355.13,692.55,6751.88,1257.18,494.74
11/3/2016,4840.06,1700.94,38.59,785.13,264.63,2755.87,903.69,360.51,#N/A,6771.24,1244.62,492.47
11/4/2016,4831.96,1703.05,37.34,791.60,264.60,2760.97,906.45,#N/A,683.01,6650.83,1240.90,491.75
11/7/2016,4941.61,1700.67,38.84,806.71,264.93,2798.25,951.99,370.99,686.23,6698.01,1259.12,498.17
11/8/2016,4963.11,1697.89,39.52,811.84,264.89,2817.43,963.54,380.88,681.02,6566.49,1258.99,500.22
11/9/2016,5019.55,1680.33,40.27,797.50,264.97,2711.36,938.48,384.80,637.22,6531.32,1276.82,494.77
11/10/2016,5030.02,1676.35,40.15,782.45,265.54,2757.40,856.76,396.08,677.28,6421.01,1275.49,502.17
11/11/2016,5022.85,#N/A,38.16,788.13,265.07,2694.07,816.25,#N/A,679.45,6363.80,1269.30,503.01
11/14/2016,5023.00,1666.06,37.60,809.21,263.92,2674.78,810.24,403.90,681.44,6288.06,1257.54,497.53
11/15/2016,5062.52,1666.31,41.37,800.87,264.12,2686.69,#N/A,393.39,675.86,6344.52,1254.55,497.67
11/16/2016,5055.80,1668.39,40.67,799.23,264.18,2692.74,833.61,405.20,681.79,6328.53,1253.75,496.87
11/17/2016,5080.21,1663.95,40.83,789.63,264.00,2695.22,817.21,403.76,677.04,6310.45,1256.05,495.45
11/18/2016,5068.67,1658.14,41.51,791.60,263.32,2693.30,830.66,#N/A,675.25,6290.60,1239.42,493.45
11/21/2016,5107.31,1657.93,45.77,790.09,263.71,2713.52,858.93,393.72,678.91,6294.40,1230.82,492.50
11/22/2016,5118.83,1659.28,45.95,805.32,264.63,2747.95,869.60,401.67,681.78,6273.41,1213.02,501.26
11/23/2016,5123.22,1655.62,46.05,801.72,264.69,2748.24,860.40,416.44,#N/A,6200.60,1206.77,497.41
11/24/2016,#N/A,#N/A,#N/A,801.72,265.06,2744.62,850.41,416.44,672.83,6217.53,1213.79,491.03
11/25/2016,5143.77,1654.67,43.65,806.47,264.88,2753.80,846.90,#N/A,676.15,6318.20,1232.10,489.32
11/28/2016,5116.89,1659.82,45.72,810.72,264.84,2779.99,874.62,424.66,680.92,6343.31,1220.81,481.09
11/29/2016,5125.08,1662.25,41.63,819.21,265.07,2767.60,844.03,424.11,676.58,6390.46,1227.10,475.28
11/30/2016,5112.34,1657.58,48.40,809.33,265.32,2771.84,859.25,431.97,666.71,6428.18,1225.67,482.27
12/1/2016,5094.22,1650.83,51.37,795.44,265.91,2778.03,799.92,439.05,672.78,6384.77,1215.83,482.96
12/2/2016,5096.29,1656.02,52.01,804.70,265.89,2758.97,814.74,#N/A,674.69,6409.98,1220.83,481.82
12/5/2016,5127.06,1656.50,53.50,811.86,265.95,2741.18,818.12,440.11,670.10,6496.04,1235.52,476.85
12/6/2016,5145.02,1655.99,52.30,817.01,266.74,2774.16,842.30,443.82,670.38,6466.15,1241.68,470.28
12/7/2016,5215.08,1660.78,50.84,836.01,267.11,2790.82,846.42,441.44,676.98,6509.50,1248.58,471.99
12/8/2016,5227.11,1657.77,52.25,841.84,268.22,2830.64,842.73,440.89,685.44,6456.17,1240.59,477.72
12/9/2016,5258.78,1651.40,53.76,840.37,269.19,2829.81,844.21,#N/A,687.38,6562.05,1262.11,479.59
12/12/2016,5252.98,1651.52,55.94,846.80,269.87,2824.57,828.95,444.32,696.23,6576.02,1259.97,479.75
12/13/2016,5288.91,1651.92,56.14,847.13,270.73,2830.20,836.51,440.23,698.12,6626.28,1281.09,475.72
12/14/2016,5245.47,1648.00,53.88,825.57,271.26,2829.91,817.97,437.06,699.08,6616.68,1280.48,481.28
12/15/2016,5266.47,1642.44,53.13,820.02,271.03,2806.29,810.80,438.89,681.26,6567.40,1265.71,481.37
12/16/2016,5257.22,1640.66,54.79,834.93,271.49,2790.35,804.78,#N/A,688.16,6620.66,1274.07,489.22
12/19/2016,5267.88,1646.27,54.25,844.66,271.49,2764.95,789.51,437.78,694.05,6608.85,1278.83,488.29
12/20/2016,5288.18,1644.77,54.34,846.22,271.72,2761.35,803.07,434.32,691.01,6595.96,1273.68,482.82
12/21/2016,5275.12,1647.66,53.70,832.09,271.73,2753.45,809.38,436.28,690.32,6604.78,1275.97,481.81
12/22/2016,5265.79,1647.51,54.20,830.98,271.32,2710.00,811.66,438.37,689.71,6633.22,1277.13,481.41
12/23/2016,5272.73,1648.53,54.17,833.52,271.45,2697.64,831.77,#N/A,#N/A,6648.91,1273.42,481.60
12/26/2016,#N/A,#N/A,#N/A,833.52,#N/A,2710.88,839.37,444.58,691.48,#N/A,#N/A,480.99
12/27/2016,5284.86,1646.84,56.66,835.05,#N/A,2699.69,841.97,451.34,689.51,6675.16,1276.15,482.03
12/28/2016,5240.78,1652.28,57.04,829.33,272.02,2714.23,857.22,449.88,690.06,6641.02,1272.08,481.38
12/29/2016,5239.48,1655.71,56.76,840.66,271.61,2713.94,874.27,447.89,686.64,6728.15,1280.54,482.54
12/30/2016,5214.97,1660.06,56.66,851.96,272.04,2734.71,#N/A,#N/A,684.43,6761.33,1284.64,482.85
1/2/2017,#N/A,#N/A,#N/A,851.96,#N/A,#N/A,854.42,450.97,#N/A,6833.27,#N/A,#N/A
1/3/2017,5260.20,1659.56,53.69,855.65,273.20,2741.18,898.77,451.21,#N/A,6783.44,1289.80,489.47
1/4/2017,5292.09,1659.48,55.85,870.23,273.52,2763.79,904.58,447.21,699.05,6774.67,1299.80,494.13
1/5/2017,5288.00,1667.97,56.51,873.28,273.86,2822.06,919.56,447.24,709.65,6930.71,1323.23,497.22
1/6/2017,5308.61,1663.12,56.65,873.03,273.45,2803.80,906.48,#N/A,696.75,6904.45,1319.46,500.22
1/9/2017,5289.43,1666.96,53.62,864.14,272.89,2792.85,914.33,438.39,#N/A,6883.90,1321.97,499.75
1/10/2017,5289.47,1666.70,53.04,855.87,272.84,2804.79,921.48,432.82,697.58,6829.02,1324.11,501.34
1/11/2017,5305.22,1667.95,55.25,850.34,273.05,2818.01,928.13,424.15,703.38,6882.90,1321.37,508.60
1/12/2017,5293.74,1668.65,57.63,855.05,272.63,2863.96,958.99,426.23,703.17,6829.85,1323.09,508.61
1/13/2017,5303.72,1666.59,57.30,853.80,272.83,2846.60,942.00,#N/A,704.43,6927.75,1335.77,507.02
1/16/2017,#N/A,#N/A,#N/A,853.80,272.59,2812.05,938.64,418.77,701.02,6908.93,1317.18,501.48
1/17/2017,5287.69,1672.01,57.72,861.10,273.55,2856.76,953.12,422.99,697.38,6930.99,1319.20,507.65
1/18/2017,5298.07,1665.86,55.46,862.48,273.53,2835.77,946.64,421.45,697.49,6901.38,1319.77,506.38
1/19/2017,5278.69,1660.02,55.38,852.87,273.95,2822.44,952.34,423.15,691.05,6881.13,1303.95,500.04
1/20/2017,5296.94,1660.50,57.13,859.99,273.76,2832.84,968.38,#N/A,697.36,6898.19,1310.87,508.89
1/23/2017,5282.59,1667.09,56.88,867.91,274.37,2877.97,989.33,433.63,699.82,6862.61,1310.02,504.30
1/24/2017,5317.92,1660.85,57.43,868.22,274.45,2894.20,993.22,439.65,691.95,6851.07,1314.60,513.55
1/25/2017,5361.43,1656.25,56.55,861.76,275.25,#N/A,#N/A,442.39,702.53,6927.41,1336.76,518.12
1/26/2017,5357.52,1658.40,57.63,860.12,275.60,#N/A,993.38,442.87,710.29,6943.72,1340.55,#N/A
1/27/2017,5353.08,1661.15,56.37,850.44,275.18,#N/A,1000.99,#N/A,708.83,7002.98,1335.96,#N/A
1/30/2017,5320.57,1661.12,54.81,844.61,274.92,#N/A,984.84,442.68,716.21,6984.96,1331.91,#N/A
1/31/2017,5315.78,1663.51,55.72,851.84,274.44,#N/A,979.12,440.35,706.67,7051.67,1334.24,#N/A
